semester1,Institution1,Program,Degree_Level_Code,CIP,Program_status,ECount,GCount
2023-2024,Eastern Kentucky University,*Clinical Mental Health Counseling,M ,13.1101,A  ,160,47
2024-2025,Eastern Kentucky University,*Clinical Mental Health Counseling,M ,13.1101,A  ,71,
2014-2015,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,37,14
2015-2016,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,26,12
2016-2017,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,36,11
2017-2018,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,37,12
2018-2019,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,26,11
2019-2020,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,16,6
2020-2021,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,17,5
2021-2022,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,12,10
2022-2023,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,7,4
2023-2024,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,10,3
2024-2025,Eastern Kentucky University,*Elementary Education,M ,13.1202,A  ,9,
2014-2015,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,38,20
2015-2016,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,38,22
2016-2017,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,25,18
2017-2018,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,24,6
2018-2019,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,22,17
2019-2020,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,6,6
2020-2021,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,6,3
2021-2022,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,5,3
2022-2023,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,11,4
2023-2024,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,8,4
2024-2025,Eastern Kentucky University,*Middle Grade Education,M ,13.1203,A  ,7,
2014-2015,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,48,21
2015-2016,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,34,24
2016-2017,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,19,9
2017-2018,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,19,10
2018-2019,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,13,7
2019-2020,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,5,6
2020-2021,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,5,5
2021-2022,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,6,3
2022-2023,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,6,3
2023-2024,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,4,3
2024-2025,Eastern Kentucky University,*Secondary Education,M ,13.1205,A  ,3,
2014-2015,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,,
2015-2016,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,23,
2016-2017,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,54,5
2017-2018,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,70,12
2018-2019,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,83,35
2019-2020,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,70,28
2020-2021,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,86,23
2021-2022,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,87,16
2022-2023,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,115,23
2023-2024,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,158,49
2024-2025,Eastern Kentucky University,*Teacher Education,M ,13.1206,A  ,152,
2014-2015,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,63,19
2015-2016,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,45,14
2016-2017,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,43,21
2017-2018,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,53,19
2018-2019,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,47,22
2019-2020,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,40,20
2020-2021,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,44,17
2021-2022,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,41,16
2022-2023,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,38,15
2023-2024,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,64,20
2024-2025,Eastern Kentucky University,*School Librarian,M ,13.1334,A  ,84,
2014-2015,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2015-2016,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2016-2017,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2017-2018,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2018-2019,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2019-2020,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2020-2021,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2021-2022,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2022-2023,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,,
2023-2024,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,2,8
2024-2025,Eastern Kentucky University,*Online Learning Design,T ,13.0501,A  ,3,
2014-2015,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,,
2015-2016,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,,
2016-2017,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,,
2017-2018,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,,
2018-2019,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,,
2019-2020,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,,
2020-2021,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,,
2021-2022,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,,
2022-2023,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,1,2
2023-2024,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,2,8
2024-2025,Eastern Kentucky University,*User Experience Design,T ,13.0501,A  ,1,
2014-2015,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,65,23
2015-2016,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,75,31
2016-2017,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,74,44
2017-2018,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,48,38
2018-2019,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,62,22
2019-2020,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,54,40
2020-2021,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,40,24
2021-2022,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,31,23
2022-2023,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,43,19
2023-2024,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,30,18
2024-2025,Eastern Kentucky University,*Education Administration and Supervision,S ,13.0401,A  ,19,
2014-2015,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2015-2016,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2016-2017,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,22
2017-2018,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2018-2019,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2019-2020,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2020-2021,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2021-2022,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2022-2023,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2023-2024,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2024-2025,Eastern Kentucky University,"Educational Leadership & Administration, General",O ,13.0401,A  ,,
2014-2015,Gateway Community & Technical College,*Education,A ,13.1501,A  ,137,22
2015-2016,Gateway Community & Technical College,*Education,A ,13.1501,A  ,130,21
2016-2017,Gateway Community & Technical College,*Education,A ,13.1501,A  ,150,29
2017-2018,Gateway Community & Technical College,*Education,A ,13.1501,A  ,135,24
2018-2019,Gateway Community & Technical College,*Education,A ,13.1501,A  ,98,27
2019-2020,Gateway Community & Technical College,*Education,A ,13.1501,A  ,98,31
2020-2021,Gateway Community & Technical College,*Education,A ,13.1501,A  ,26,13
2021-2022,Gateway Community & Technical College,*Education,A ,13.1501,A  ,9,5
2022-2023,Gateway Community & Technical College,*Education,A ,13.1501,A  ,5,2
2023-2024,Gateway Community & Technical College,*Education,A ,13.1501,A  ,1,1
2024-2025,Gateway Community & Technical College,*Education,A ,13.1501,A  ,,
2014-2015,Georgetown College,*Elementary Education,B ,13.1202,A  ,10,8
2015-2016,Georgetown College,*Elementary Education,B ,13.1202,A  ,6,3
2016-2017,Georgetown College,*Elementary Education,B ,13.1202,A  ,34,10
2017-2018,Georgetown College,*Elementary Education,B ,13.1202,A  ,,
2018-2019,Georgetown College,*Elementary Education,B ,13.1202,A  ,37,9
2019-2020,Georgetown College,*Elementary Education,B ,13.1202,A  ,30,7
2020-2021,Georgetown College,*Elementary Education,B ,13.1202,A  ,43,10
2021-2022,Georgetown College,*Elementary Education,B ,13.1202,A  ,39,6
2022-2023,Georgetown College,*Elementary Education,B ,13.1202,A  ,52,12
2023-2024,Georgetown College,*Elementary Education,B ,13.1202,A  ,42,14
2024-2025,Georgetown College,*Elementary Education,B ,13.1202,A  ,40,
2014-2015,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,89
2015-2016,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2016-2017,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2017-2018,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,165
2018-2019,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2019-2020,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2020-2021,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2021-2022,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2022-2023,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2023-2024,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2024-2025,Georgetown College,Curriculum and Instruction,M ,13.0301,A  ,,
2014-2015,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,,
2015-2016,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,117,54
2016-2017,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,198,99
2017-2018,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,,
2018-2019,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,248,139
2019-2020,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,96,74
2020-2021,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,77,36
2021-2022,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,67,45
2022-2023,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,45,34
2023-2024,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,32,17
2024-2025,Georgetown College,*Teacher Leader; School Improvement,M ,13.0301,A  ,15,
2014-2015,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,,
2015-2016,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,,
2016-2017,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,,
2017-2018,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,,
2018-2019,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,54,45
2019-2020,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,29,21
2020-2021,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,19,14
2021-2022,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,16,13
2022-2023,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,17,9
2023-2024,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,14,10
2024-2025,Georgetown College,*Instructional Leadership,M ,13.0401,A  ,,
2014-2015,Georgetown College,*Special Education,M ,13.1001,A  ,,
2015-2016,Georgetown College,*Special Education,M ,13.1001,A  ,90,59
2016-2017,Georgetown College,*Special Education,M ,13.1001,A  ,145,24
2017-2018,Georgetown College,*Special Education,M ,13.1001,A  ,,
2018-2019,Georgetown College,*Special Education,M ,13.1001,A  ,268,76
2019-2020,Georgetown College,*Special Education,M ,13.1001,A  ,253,86
2020-2021,Georgetown College,*Special Education,M ,13.1001,A  ,191,86
2021-2022,Georgetown College,*Special Education,M ,13.1001,A  ,201,65
2022-2023,Georgetown College,*Special Education,M ,13.1001,A  ,191,63
2023-2024,Georgetown College,*Special Education,M ,13.1001,A  ,153,56
2024-2025,Georgetown College,*Special Education,M ,13.1001,A  ,161,
2014-2015,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,,
2015-2016,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,,
2016-2017,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,,
2017-2018,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,,
2018-2019,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,15,6
2019-2020,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,20,7
2020-2021,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,13,8
2021-2022,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,16,6
2022-2023,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,16,1
2023-2024,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,18,11
2024-2025,Georgetown College,*Initial Certification - K-12,M ,13.1203,A  ,11,
2014-2015,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,,
2015-2016,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,,
2016-2017,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,,
2017-2018,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,,
2018-2019,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,15,6
2019-2020,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,18,4
2020-2021,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,13,4
2021-2022,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,11,6
2022-2023,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,6,1
2023-2024,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,10,2
2024-2025,Georgetown College,*Initial Certification - Secondary,M ,13.1205,A  ,3,
2014-2015,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,,
2015-2016,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,,
2016-2017,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,,
2017-2018,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,,
2018-2019,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,,
2019-2020,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,50,26
2020-2021,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,41,20
2021-2022,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,29,26
2022-2023,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,23,11
2023-2024,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,11,13
2024-2025,Georgetown College,*Literacy Specialist,M ,13.1315,A  ,4,
2014-2015,Georgetown College,*Education (Corollary Major),B ,13.1206,A  ,,
2015-2016,Georgetown College,*Education (Corollary Major),B ,13.1206,A  ,,
2016-2017,Georgetown College,*Education (Corollary Major),B ,13.1206,A  ,,
2017-2018,Georgetown College,*Education (Corollary Major),B ,13.1206,A  ,,
